,D2002,D2003,D2004,D2005,D2006,D2007,D2008,D2009,D2010,D2011,D2012,D2013,D2014,D2015,D2016,D2017,D2018,D2019,D2020,D2021,D2022,D2023,D2024,D2025,D2026,D2027,D2028,D2029,D2030,D2031,age,voted
55071,1,2,4,2,2,2,2,2,1,516,4,2,3,99,999,9,9,9,1,6,2,0,5,3,1101,121,20,999,4,4,39,True
55073,1,3,1,2,2,2,2,2,5,611,3,2,1,99,999,9,9,9,3,4,2,0,6,4,1101,121,20,999,4,4,84,True
55074,2,4,1,2,2,2,2,2,8,999,9,9,9,99,999,9,9,9,5,6,1,1,5,3,1101,121,20,999,999,4,24,False
55075,2,5,1,2,2,2,2,2,1,531,1,1,3,99,999,9,9,9,4,3,0,0,3,2,1101,121,20,999,4,4,65,True
55076,2,5,1,2,2,2,2,2,8,999,9,9,9,99,999,9,9,9,5,6,1,0,4,2,1101,121,20,999,4,4,49,True
55078,1,3,1,2,2,2,2,2,1,524,4,2,3,99,999,9,9,9,3,4,1,1,3,3,1101,121,20,999,4,4,78,True
55079,1,6,4,2,2,2,2,2,5,334,1,2,3,99,999,9,9,9,5,3,0,0,6,3,1101,121,20,999,4,4,69,True
55080,2,6,4,2,2,2,2,2,6,999,9,9,9,99,999,9,9,9,5,12,1,0,6,4,1101,121,20,999,4,4,23,False
55081,2,6,4,2,2,2,2,2,3,512,4,2,3,99,999,9,9,9,4,3,0,0,6,4,1101,121,20,999,4,4,67,False
55082,1,6,4,2,2,2,2,2,1,832,2,2,3,99,999,9,9,9,3,5,0,0,5,2,1101,121,20,999,4,4,38,True
55083,2,4,1,2,2,2,2,2,1,512,4,2,3,99,999,9,9,9,4,4,1,1,5,3,1101,121,20,999,4,4,37,True
55084,1,5,4,2,2,2,2,2,5,723,2,2,3,99,999,9,9,9,4,5,0,0,5,4,1101,121,20,999,4,4,41,True
55085,2,6,1,2,2,2,2,2,8,999,9,9,9,99,999,9,9,9,3,5,3,3,6,4,1101,121,20,999,3,4,45,True
55086,2,5,4,2,2,2,2,2,1,524,4,2,3,99,999,9,9,9,5,2,0,0,4,4,1101,121,20,999,4,4,65,True
55087,1,4,3,2,2,2,2,2,1,833,2,1,3,99,999,9,9,9,3,3,0,0,6,4,1201,121,20,999,4,4,56,True
55088,1,4,4,2,2,2,2,2,1,513,2,2,3,99,999,9,9,9,3,5,2,2,3,3,1101,121,20,999,4,4,30,True
55089,2,5,4,2,2,2,2,2,1,524,4,2,3,99,999,9,9,9,3,3,1,1,5,2,1200,121,20,999,4,4,61,True
55090,2,6,4,2,2,2,2,2,6,999,9,9,9,99,999,9,9,9,4,10,3,3,6,4,1101,121,20,999,4,4,28,True
55091,1,4,1,2,2,2,2,2,1,832,4,2,3,99,999,9,9,9,4,4,1,1,6,2,1101,121,20,999,4,4,64,True
55092,1,4,1,2,2,2,2,2,1,524,4,2,3,99,999,9,9,9,4,3,1,1,3,9,8300,121,20,999,4,4,49,True
55093,2,5,4,2,2,2,2,2,8,999,9,9,9,99,999,9,9,9,5,6,1,1,2,2,1101,121,20,999,4,4,47,True
55095,2,1,1,2,2,2,2,2,8,999,9,9,9,99,999,9,9,9,1,7,5,5,2,2,1101,121,20,999,3,4,44,True
55096,2,96,1,2,2,2,2,2,8,999,9,9,9,99,999,9,9,9,1,6,1,1,6,4,1101,121,20,999,4,4,54,False
55097,1,5,1,2,2,2,2,2,1,541,2,2,1,99,999,9,9,9,3,4,2,2,3,2,1101,121,20,999,4,4,37,True
55098,2,4,1,2,2,2,2,2,1,911,2,2,3,99,999,9,9,9,2,9,2,2,3,2,1101,121,20,999,4,4,32,False
55099,2,4,1,2,7,2,2,2,1,512,4,2,3,99,999,9,9,9,3,3,2,0,5,3,1101,121,20,999,4,4,43,True
55100,2,2,1,2,2,2,2,2,1,911,2,2,3,99,999,9,9,9,2,5,2,2,6,3,1200,121,20,999,4,4,34,True
55101,2,1,4,2,2,2,2,2,1,524,4,2,3,99,999,9,9,9,2,3,0,0,5,3,1101,121,20,999,4,4,57,True
55102,1,1,1,2,2,2,2,2,1,833,2,1,3,99,999,9,9,9,3,4,1,0,6,3,1200,121,20,999,3,4,56,True
55103,1,5,4,2,2,2,2,2,1,723,4,2,3,99,999,9,9,9,3,5,1,1,5,3,1101,121,20,999,4,4,40,True
55104,2,5,4,2,2,2,2,2,1,524,4,2,3,99,999,9,9,9,3,5,2,1,5,3,1101,121,20,999,4,4,29,False
55105,1,4,4,2,2,2,2,2,1,711,4,2,2,99,999,9,9,9,2,4,1,1,1,9,8300,121,20,999,4,4,29,False
55106,2,3,1,2,2,2,2,2,2,524,4,2,3,99,999,9,9,9,2,4,1,0,3,3,1101,121,20,999,4,4,52,True
55107,2,1,4,2,2,2,2,2,1,911,4,2,3,99,999,9,9,9,2,2,1,1,5,3,1101,121,20,999,4,4,45,True
55108,1,2,1,2,2,2,2,2,1,611,3,2,1,99,999,9,9,9,2,6,3,0,5,3,1101,121,20,999,4,4,52,True
55109,2,5,1,2,2,2,2,2,1,524,4,2,3,99,999,9,9,9,3,5,2,1,4,2,1101,121,20,999,4,4,42,True
55111,1,5,1,1,2,2,2,2,1,441,1,1,3,99,999,9,9,9,3,6,0,0,5,2,1101,121,20,999,4,4,70,True
55113,2,5,1,2,2,2,2,2,8,999,9,9,9,99,999,9,9,9,3,3,1,0,5,4,1101,121,20,999,4,4,55,False
55114,2,6,4,2,2,2,2,2,6,999,9,9,9,99,999,9,9,9,3,6,0,0,3,2,1101,121,20,999,3,4,31,True
55115,1,5,1,2,2,2,2,2,1,741,2,2,3,99,999,9,9,9,4,6,1,0,6,2,1101,121,20,999,4,4,58,True
55116,2,4,1,2,2,2,2,2,8,999,9,9,9,99,999,9,9,9,2,4,0,0,6,2,1101,121,20,999,4,4,49,True
55117,2,4,1,2,2,2,2,2,8,999,9,9,9,99,999,9,9,9,5,4,0,0,6,4,1101,121,20,999,3,4,51,True
55119,2,5,4,2,2,2,2,2,1,524,4,2,3,99,999,9,9,9,4,1,0,0,5,3,1599,121,20,999,4,4,43,True
55120,1,6,1,2,2,2,2,2,1,262,1,1,3,99,999,9,9,9,5,8,2,2,4,3,1101,121,20,999,4,4,67,True
55121,1,5,1,2,2,2,2,2,1,411,1,2,3,99,999,9,9,9,4,7,4,1,6,3,1101,121,20,999,4,4,47,True
55122,2,5,1,2,2,2,2,2,1,524,4,2,3,99,999,9,9,9,5,4,1,0,4,3,1101,121,20,999,3,4,52,True
55123,2,6,1,2,2,2,2,2,8,999,9,9,9,99,999,9,9,9,4,6,3,1,4,4,1101,121,20,999,4,4,31,True
55124,1,4,1,2,2,2,2,2,1,933,2,2,3,99,999,9,9,9,3,5,1,0,4,2,1101,121,20,999,4,4,40,True
55125,1,4,1,2,2,1,2,2,1,522,4,2,3,99,999,9,9,9,4,6,1,0,1,9,8300,121,20,999,4,4,51,True
55126,2,1,1,1,2,2,2,2,8,999,9,9,9,99,999,9,9,9,2,13,6,0,4,3,1200,121,20,999,4,4,68,True
55128,2,2,1,2,2,2,2,2,8,999,9,9,9,99,999,9,9,9,2,5,3,2,3,3,1101,121,20,999,4,4,39,True
55129,2,2,1,2,2,2,2,2,8,999,9,9,9,99,999,9,9,9,2,7,3,1,5,3,1101,121,20,999,4,4,48,True
55130,2,4,1,2,2,2,2,2,1,524,4,2,3,99,999,9,9,9,3,7,2,2,5,2,1101,121,20,999,4,4,34,True
55131,2,1,4,2,2,2,2,2,8,999,9,9,9,99,999,9,9,9,3,6,1,1,6,3,1200,121,20,999,3,4,66,True
55132,1,3,4,2,2,2,2,2,1,711,4,2,2,99,999,9,9,9,2,4,2,0,5,3,1101,121,20,999,4,4,42,True
55133,1,2,1,2,2,2,2,2,1,752,4,2,2,99,999,9,9,9,2,3,0,0,6,4,1200,121,20,999,4,4,64,True
55134,2,5,4,2,2,2,2,2,1,524,4,2,3,99,999,9,9,9,4,3,0,0,5,3,1101,121,20,999,3,4,75,True
55135,1,2,2,2,2,2,2,2,1,833,2,2,3,99,999,9,9,9,3,2,0,0,5,3,1101,121,20,999,3,4,80,True
55136,2,7,1,2,2,2,2,2,1,524,4,2,3,99,999,9,9,9,5,12,5,5,5,3,1101,121,20,999,4,4,42,True
55137,2,4,1,2,2,2,2,2,1,521,1,2,3,99,999,9,9,9,3,8,2,1,5,2,1101,121,20,999,4,4,34,True
55138,1,4,1,1,2,2,2,2,1,832,4,2,3,99,999,9,9,9,3,4,0,0,4,3,1101,121,20,999,2,4,42,True
55139,1,4,1,2,2,2,2,2,1,832,4,2,3,99,999,9,9,9,1,9,5,3,5,3,1101,121,20,999,4,1,58,True
55140,2,1,4,2,2,2,2,2,1,611,3,2,1,99,999,9,9,9,1,5,1,0,5,2,1101,121,20,999,4,1,27,False
55141,2,2,1,2,2,2,2,2,8,999,9,9,9,99,999,9,9,9,1,6,3,0,5,2,1101,121,20,999,4,1,51,True
55143,1,2,1,2,2,2,2,2,1,921,3,2,1,99,999,9,9,9,1,2,0,0,5,2,1101,121,20,999,999,1,49,True
55144,1,4,1,2,2,2,2,2,1,833,2,2,3,99,999,9,9,9,2,4,2,0,4,2,1101,121,20,999,4,1,42,True
55145,1,5,4,2,2,2,2,2,1,611,3,2,1,99,999,9,9,9,1,4,0,0,6,4,1101,121,20,999,4,1,32,True
55146,1,1,1,2,2,2,2,2,1,611,3,2,1,99,999,9,9,9,1,2,0,0,4,4,1101,121,20,999,4,1,61,True
55147,2,1,1,2,2,2,2,2,8,999,9,9,9,99,999,9,9,9,1,4,2,0,2,2,1101,121,20,999,4,1,47,True
55148,2,4,1,2,1,2,2,2,8,999,9,9,9,99,999,9,9,9,1,6,2,2,6,4,1101,121,20,999,4,1,65,True
55149,2,2,1,2,2,2,2,2,2,753,4,2,3,99,999,9,9,9,2,3,0,0,5,3,1101,121,20,999,4,1,66,True
55150,1,5,4,2,2,2,2,2,1,721,4,2,2,99,999,9,9,9,3,7,2,2,5,3,1101,121,20,999,4,1,32,True
55151,2,3,1,2,2,2,2,2,8,999,9,9,9,99,999,9,9,9,2,4,2,1,5,3,1101,121,20,999,4,1,34,True
55152,1,1,1,2,2,2,2,2,1,711,4,2,2,99,999,9,9,9,3,2,0,0,5,3,1101,121,20,999,4,1,63,True
55153,1,5,4,2,2,1,1,2,1,524,4,2,3,99,999,9,9,9,3,2,0,0,5,3,1101,121,20,999,4,1,37,True
55155,2,2,1,2,2,2,2,2,1,524,1,2,3,99,999,9,9,9,1,5,3,1,5,4,1101,121,20,999,4,1,42,True
55156,2,3,1,2,2,2,2,2,8,999,9,9,9,99,999,9,9,9,1,6,2,2,5,4,1101,121,20,999,4,1,58,True
55157,1,4,1,2,2,2,2,2,1,931,2,2,2,99,999,9,9,9,1,4,2,2,4,2,1101,121,20,999,4,1,32,True
55158,1,7,1,2,2,2,2,2,1,243,1,2,1,99,999,9,9,9,4,4,2,2,4,3,1101,121,20,999,4,1,42,True
55159,1,2,1,2,2,2,2,2,1,611,3,2,1,99,999,9,9,9,1,3,1,1,6,4,1200,121,20,999,4,1,67,True
55161,2,5,1,2,2,2,2,2,1,531,1,1,3,99,999,9,9,9,2,4,1,1,5,3,1101,121,20,999,4,1,42,True
55163,2,1,1,2,2,2,2,2,8,999,9,9,9,99,999,9,9,9,3,8,2,2,5,3,1101,121,20,999,4,1,60,True
55164,2,7,1,2,2,2,2,2,2,911,2,2,3,99,999,9,9,9,3,8,2,2,4,3,1101,121,21,999,1,4,34,True
55165,2,1,1,2,2,2,2,2,8,999,9,9,9,99,999,9,9,9,3,3,0,0,4,4,1101,995,21,999,1,4,60,True
55166,1,6,4,2,2,2,2,2,6,999,9,9,9,99,999,9,9,9,1,2,0,0,5,2,1101,121,21,999,1,4,37,True
55167,1,7,1,2,2,2,2,2,2,234,1,1,3,99,999,9,9,9,4,5,2,0,7,4,1201,121,21,999,1,4,55,True
55168,2,8,4,2,2,2,2,1,2,234,1,1,3,99,999,9,9,9,5,2,1,0,5,4,1101,121,21,999,1,4,46,True
55169,2,6,1,2,2,2,2,2,8,999,9,9,9,99,999,9,9,9,4,4,2,1,6,4,1201,121,21,999,4,4,33,False
55170,1,5,1,2,2,2,2,2,5,432,2,2,3,99,999,9,9,9,3,5,2,2,4,3,1101,121,21,999,1,4,32,False
55171,2,4,1,2,1,2,2,2,8,999,9,9,9,99,999,9,9,9,5,5,0,0,6,4,9600,121,21,999,1,4,65,True
55172,1,8,1,2,2,2,2,1,1,214,1,2,3,99,999,9,9,9,5,4,2,2,4,3,1101,121,21,999,1,4,44,True
55173,1,7,1,2,2,2,2,2,2,211,1,2,1,99,999,9,9,9,4,7,4,2,3,3,1101,995,21,999,1,4,45,True
55174,2,3,1,2,2,2,2,2,8,999,9,9,9,99,999,9,9,9,3,6,4,1,6,2,1200,12,21,999,1,4,40,True
55175,1,6,4,2,2,2,2,1,6,999,9,9,9,99,999,9,9,9,5,4,0,0,1,9,8300,12,21,999,1,4,24,True
55176,1,6,3,2,2,2,2,2,5,931,4,2,2,99,999,9,9,9,3,3,2,0,1,9,8300,12,21,999,1,4,60,True
55177,2,4,1,2,2,2,2,2,8,999,9,9,9,99,999,9,9,9,3,4,0,0,5,2,1101,12,21,999,1,4,42,True
55178,2,6,4,2,2,2,2,2,3,521,4,2,3,99,999,9,9,9,3,7,1,1,5,3,1101,121,21,999,1,4,29,True
55179,2,2,1,2,2,2,2,2,8,999,9,9,9,99,999,9,9,9,2,5,0,0,5,2,1101,995,21,999,1,4,61,True
55180,1,3,1,2,2,2,2,2,3,721,4,2,2,99,999,9,9,9,3,4,0,0,2,4,1201,121,21,999,1,4,69,True
55181,1,4,4,2,2,2,2,2,3,832,4,2,3,99,999,9,9,9,2,4,1,0,4,2,1101,121,21,999,1,4,30,True
55182,1,7,1,2,2,2,2,2,2,312,4,2,2,99,999,9,9,9,3,4,2,2,2,2,1201,995,21,999,1,4,41,True
55183,1,6,4,2,2,2,2,2,6,999,9,9,9,99,999,9,9,9,3,5,0,0,5,2,1101,995,21,999,1,4,30,True
55184,1,3,4,2,2,2,2,2,2,962,2,2,3,99,999,9,9,9,1,4,2,0,5,2,1101,995,21,999,1,4,49,True
55185,2,4,1,2,2,2,2,2,8,999,9,9,9,99,999,9,9,9,1,3,1,1,3,2,1101,995,21,999,1,4,48,True
55186,2,1,1,2,2,2,2,2,8,999,9,9,9,99,999,9,9,9,1,8,5,0,5,2,1101,995,21,999,1,4,52,True
55188,1,6,4,2,2,2,2,2,6,999,9,9,9,99,999,9,9,9,5,4,1,0,3,2,1101,121,21,999,1,4,28,True
55189,2,4,1,2,2,2,2,2,8,999,9,9,9,99,999,9,9,9,2,4,1,0,6,4,1201,121,21,999,1,4,51,True
55190,2,7,3,2,2,2,2,2,1,232,1,1,3,99,999,9,9,9,5,3,1,0,3,3,1101,121,21,999,1,4,48,True
55191,2,3,1,2,2,2,2,2,3,753,4,2,3,99,999,9,9,9,3,3,1,1,6,3,1200,121,21,999,1,4,33,False
55192,1,4,1,2,2,2,2,2,2,524,4,2,3,99,999,9,9,9,3,3,0,0,3,3,1101,121,21,999,1,4,66,True
55194,1,8,1,2,2,2,2,1,1,232,1,2,3,99,999,9,9,9,4,5,0,0,6,3,1201,121,21,999,1,4,68,True
55195,2,6,1,2,2,2,2,2,8,999,9,9,9,99,999,9,9,9,5,10,4,1,5,2,1101,121,21,999,4,4,69,True
55196,1,7,1,2,2,2,2,2,2,432,1,2,1,99,999,9,9,9,5,5,2,0,5,3,1101,121,21,999,1,4,48,True
55198,1,4,1,2,2,2,2,2,1,721,4,2,2,99,999,9,9,9,2,5,0,0,3,2,1101,12,21,999,1,1,50,True
55199,2,2,1,2,2,2,2,2,2,524,4,2,1,99,999,9,9,9,1,4,2,2,6,4,1200,12,21,999,1,1,33,True
55200,2,96,2,2,2,2,2,2,8,999,9,9,9,99,999,9,9,9,2,4,1,1,3,7,1101,12,21,999,1,1,70,True
55201,1,4,1,2,2,2,1,2,2,511,4,2,3,99,999,9,9,9,1,4,2,2,5,3,1101,12,21,999,1,1,42,True
55203,2,3,4,2,2,2,2,2,8,999,9,9,9,99,999,9,9,9,2,3,0,0,2,2,1101,12,21,999,1,1,51,True
55204,1,2,1,2,2,2,1,2,1,611,3,2,1,99,999,9,9,9,1,2,0,0,5,2,1200,12,21,999,1,1,69,True
55205,2,4,4,2,2,2,2,2,2,752,4,2,3,99,999,9,9,9,1,3,99,0,5,4,1101,12,21,999,1,1,45,True
55206,1,3,1,2,2,2,1,2,2,524,4,2,3,99,999,9,9,9,1,4,0,0,3,3,1101,12,21,999,1,1,49,True
55208,1,4,1,2,2,2,2,2,1,611,3,2,1,99,999,9,9,9,1,4,2,1,3,2,1101,12,21,999,1,1,45,True
55209,2,4,1,2,2,2,2,2,2,753,4,2,3,99,999,9,9,9,2,4,2,1,6,4,1101,12,21,999,1,1,35,True
55210,1,7,1,2,2,2,1,2,2,612,3,2,1,99,999,9,9,9,3,4,2,0,3,2,1101,12,21,999,1,1,50,True
55211,2,4,1,2,2,2,2,2,8,999,9,9,9,99,999,9,9,9,1,4,1,1,2,2,1101,12,21,999,1,1,55,True
55212,1,5,4,2,2,2,2,2,2,931,2,2,2,99,999,9,9,9,1,3,0,0,5,2,1101,995,21,999,1,1,30,True
55213,2,4,1,2,2,2,2,2,8,999,9,9,9,99,999,9,9,9,2,4,2,2,6,4,1101,995,21,999,1,1,28,True
55214,2,4,1,2,2,2,1,2,2,521,4,2,3,99,999,9,9,9,1,5,3,0,6,3,1101,121,21,999,1,1,49,True
55215,2,3,1,2,2,2,1,2,3,524,4,2,3,99,999,9,9,9,1,5,0,0,6,4,9600,121,21,999,1,1,61,True
55216,1,4,1,2,2,2,1,2,2,611,3,2,1,99,999,9,9,9,2,3,0,0,4,3,1101,121,21,999,1,1,65,True
55218,2,2,1,2,2,2,2,2,8,999,9,9,9,99,999,9,9,9,1,5,3,0,4,9,8300,995,21,999,1,1,35,True
55219,1,3,1,2,2,2,2,2,7,833,2,1,3,99,999,9,9,9,1,2,0,0,5,2,1101,995,21,999,1,1,88,True
55220,2,4,2,2,2,2,2,2,3,731,4,2,3,99,999,9,9,9,2,3,0,0,3,2,1201,121,21,999,1,1,58,True
55221,1,4,4,2,2,2,2,2,5,612,3,2,1,99,999,9,9,9,1,2,0,0,3,9,8300,121,21,999,1,1,40,True
55222,2,5,1,2,2,2,2,2,8,999,9,9,9,99,999,9,9,9,3,4,2,0,5,4,1101,121,21,999,1,1,49,True
55223,1,5,1,2,2,2,2,2,1,833,2,1,3,99,999,9,9,9,2,4,3,0,7,9,8300,121,21,999,1,1,57,True
55224,2,3,1,2,2,2,2,2,8,999,9,9,9,99,999,9,9,9,1,5,4,1,1,3,1101,121,21,999,1,1,45,True
55225,2,5,4,2,2,2,2,2,6,999,9,9,9,99,999,9,9,9,1,3,2,0,1,9,8300,121,21,999,1,1,26,False
55226,1,4,1,2,2,2,2,2,4,941,2,2,3,99,999,9,9,9,1,4,2,2,2,9,8300,12,21,999,1,1,42,True
55227,2,2,2,2,2,2,2,2,8,999,9,9,9,99,999,9,9,9,3,3,1,0,4,3,1101,12,21,999,1,1,66,True
55229,2,4,1,2,2,2,2,2,8,999,9,9,9,99,999,9,9,9,1,4,3,1,6,3,1200,121,21,999,1,1,41,True
55230,2,2,1,2,2,2,2,2,8,999,9,9,9,99,999,9,9,9,1,6,3,2,4,2,1101,121,21,999,1,1,64,True
55232,1,5,1,2,2,2,2,2,1,524,4,2,3,99,999,9,9,9,3,5,3,1,1,9,8300,12,21,999,1,1,53,True
55233,1,5,4,2,2,2,2,2,1,431,1,2,1,99,999,9,9,9,4,3,0,0,2,3,1101,121,22,999,1,4,32,True
55234,1,7,1,2,2,2,2,2,1,342,1,2,3,99,999,9,9,9,5,8,1,1,1,2,1101,121,22,999,1,4,35,True
55235,1,4,1,2,2,2,2,2,1,524,4,2,3,99,999,9,9,9,3,6,2,2,3,3,1101,121,22,999,1,4,67,True
55237,2,4,3,2,2,2,2,2,1,522,4,2,3,99,999,9,9,9,4,6,3,0,2,3,1101,121,22,999,1,4,57,True
55238,1,5,4,2,2,2,2,2,2,431,1,1,3,99,999,9,9,9,4,1,0,0,5,3,1200,121,22,999,1,4,35,True
55239,1,4,1,2,2,1,2,2,1,833,2,2,3,99,999,9,9,9,4,7,3,3,5,3,1200,121,22,999,1,4,47,True
55241,2,4,1,2,8,2,2,2,8,999,9,9,9,99,999,9,9,9,5,4,2,2,2,2,1101,121,22,999,1,4,41,True
55242,2,4,3,2,2,2,2,2,8,999,9,9,9,99,999,9,9,9,5,5,2,1,5,3,1101,121,22,999,4,4,63,True
55243,1,4,1,2,2,2,2,2,1,723,4,2,3,99,999,9,9,9,4,4,1,1,2,3,1101,121,22,999,1,4,33,True
55244,1,5,1,2,2,2,2,2,1,723,4,2,3,99,999,9,9,9,4,3,1,1,2,3,1101,121,22,999,1,4,35,False
55245,1,7,1,2,2,2,2,1,1,214,4,2,3,99,999,9,9,9,5,4,0,0,1,9,8300,121,22,999,1,4,50,True
55246,2,4,1,2,2,2,2,2,8,999,9,9,9,99,999,9,9,9,4,6,1,0,6,3,1101,121,22,999,1,4,36,True
55247,2,3,1,2,2,2,2,2,8,999,9,9,9,99,999,9,9,9,3,5,1,1,6,3,1599,121,22,999,1,4,63,True
55249,2,5,1,7,7,7,7,7,8,999,9,9,9,99,999,9,9,9,5,5,3,3,4,4,1101,121,22,999,4,4,37,True
55250,2,7,3,7,7,7,7,7,2,235,1,1,3,99,999,9,9,9,5,3,99,0,4,4,1101,121,22,999,4,4,54,True
55253,2,4,1,7,7,7,7,7,8,999,9,9,9,99,999,9,9,9,3,3,1,1,1,9,8300,121,22,999,4,4,42,True
55254,2,96,1,7,7,7,7,7,9,999,9,9,9,99,999,9,9,9,4,2,0,0,1,9,8300,121,22,999,4,4,55,True
55256,1,3,1,7,7,7,7,7,1,832,4,2,3,99,999,9,9,9,3,1,0,0,4,2,1101,121,22,999,4,4,41,True
55258,1,5,1,2,7,1,2,2,2,741,2,2,3,99,999,9,9,9,4,3,1,1,4,2,1101,121,22,999,4,4,35,True
55260,2,4,1,7,7,7,7,7,8,999,9,9,9,99,999,9,9,9,2,3,1,1,4,4,1101,121,22,999,4,4,33,True
55261,2,4,1,7,7,7,7,7,1,512,4,2,3,99,999,9,9,9,4,3,1,1,4,3,1101,995,22,999,4,4,40,True
55262,2,4,1,7,7,7,7,1,1,911,2,1,3,99,999,9,9,9,3,5,4,1,5,4,1101,121,22,999,4,4,53,True
55263,1,2,1,2,2,2,2,2,1,611,3,2,1,99,999,9,9,9,1,3,1,1,2,9,8300,121,22,999,1,1,29,True
55264,1,2,1,2,2,2,2,2,1,611,3,2,1,99,999,9,9,9,1,4,2,1,2,9,8300,121,22,999,1,1,43,True
55265,1,2,1,2,2,2,2,2,1,611,3,2,1,99,999,9,9,9,1,3,0,0,2,9,8300,121,22,999,1,1,61,True
55266,2,2,1,2,2,2,1,2,1,611,3,2,1,99,999,9,9,9,1,4,2,1,5,2,1101,121,22,999,1,1,36,True
55267,2,96,1,2,2,2,2,2,1,611,3,2,1,99,999,9,9,9,1,5,1,0,2,9,8300,121,22,999,1,1,52,True
55268,1,4,4,2,2,2,2,2,1,422,1,2,3,99,999,9,9,9,2,3,0,0,5,4,1101,121,22,999,999,1,33,True
55269,1,2,1,2,2,2,2,2,1,711,2,2,2,99,999,9,9,9,1,4,3,0,2,4,1101,121,22,999,999,1,51,True
55271,2,3,1,2,2,2,2,2,8,999,9,9,9,99,999,9,9,9,3,4,1,1,2,3,1101,121,22,999,999,1,35,True
55272,2,96,1,2,2,2,2,2,8,999,9,9,9,99,999,9,9,9,1,3,1,0,5,2,1101,121,22,999,1,1,73,True
55273,1,2,1,2,2,2,2,2,1,611,3,2,1,99,999,9,9,9,1,8,5,3,2,2,1101,121,22,999,999,1,27,False
55274,1,5,1,8,2,8,8,8,1,541,2,1,3,99,999,9,9,9,2,5,3,1,2,2,1101,121,22,999,4,1,43,True
55275,1,4,4,2,2,2,2,2,1,611,3,2,1,99,999,9,9,9,1,2,0,0,4,2,1101,121,22,999,4,1,50,True
55276,2,2,1,2,2,2,2,2,8,999,9,9,9,99,999,9,9,9,1,4,99,0,3,3,1101,121,22,999,999,1,49,True
55277,2,2,2,2,2,2,2,2,1,524,4,2,3,99,999,9,9,9,2,4,1,0,5,2,1101,121,22,999,4,1,59,True
55278,2,5,4,2,2,1,2,2,2,321,4,2,3,99,999,9,9,9,4,5,1,1,5,3,1101,121,23,999,2,4,26,True
55279,1,2,3,2,2,2,2,2,7,833,2,2,3,99,999,9,9,9,5,16,6,2,1,9,8300,121,23,999,4,4,75,True
55280,1,8,4,2,2,2,2,1,1,261,1,1,3,99,999,9,9,9,5,5,1,1,4,3,1101,121,23,999,1,4,36,True
55281,2,3,4,2,1,2,2,2,1,833,2,1,3,99,999,9,9,9,3,6,2,0,4,2,1101,121,23,999,1,4,47,True
55282,2,5,1,1,2,2,2,2,1,321,2,1,3,99,999,9,9,9,5,6,0,0,2,9,8300,121,23,999,1,4,53,True
55283,1,3,1,2,2,2,1,2,1,741,4,2,3,99,999,9,9,9,3,5,0,0,2,9,8300,12,23,999,1,4,65,True
55284,2,4,1,2,2,2,2,2,1,512,4,2,3,99,999,9,9,9,4,4,1,0,4,2,1200,121,23,999,1,4,61,True
55285,1,5,1,1,2,2,2,2,1,832,4,2,3,99,999,9,9,9,4,4,1,1,3,2,1101,121,23,999,1,4,41,True
55286,2,4,1,2,2,2,1,2,2,522,4,2,3,99,999,9,9,9,3,3,0,0,4,3,1101,121,23,999,1,4,44,True
55287,1,5,4,2,2,2,2,2,2,741,2,2,2,99,999,9,9,9,4,4,1,0,3,3,1101,121,23,999,1,4,32,True
55288,1,6,4,2,2,2,2,2,6,999,9,9,9,99,999,9,9,9,4,3,0,0,1,9,8300,121,23,999,4,4,33,True
55289,2,7,1,2,2,2,2,2,1,261,4,2,3,99,999,9,9,9,5,4,0,0,3,2,1101,121,23,999,4,4,74,True
55290,1,4,1,2,2,2,2,2,7,931,2,1,2,99,999,9,9,9,3,3,0,0,3,3,1101,121,23,999,4,4,83,True
55291,2,4,1,2,2,2,2,2,8,999,9,9,9,99,999,9,9,9,3,8,2,1,1,9,8300,121,23,999,4,4,31,True
55292,2,4,4,2,2,2,2,2,1,962,2,2,3,99,999,9,9,9,3,3,0,0,4,4,1101,121,23,999,4,4,50,True
55293,2,5,1,8,2,8,8,8,2,753,4,2,3,99,999,9,9,9,3,4,2,2,3,2,1101,121,23,999,1,4,49,True
55294,2,5,1,2,2,2,2,2,8,999,9,9,9,99,999,9,9,9,3,4,0,0,6,2,1101,121,23,999,4,4,51,True
55295,1,4,1,2,2,1,2,2,1,512,4,2,3,99,999,9,9,9,4,5,1,0,5,3,1101,121,23,999,1,4,49,True
55296,1,2,3,2,2,2,2,2,3,611,3,2,1,99,999,9,9,9,1,5,1,1,2,2,1101,121,23,999,1,4,53,True
55298,2,3,1,2,2,2,2,2,1,524,4,2,3,99,999,9,9,9,1,4,2,2,6,2,1201,121,25,999,4,4,47,True
55299,2,1,4,2,2,2,2,2,8,999,9,9,9,99,999,9,9,9,1,3,1,1,6,4,1200,121,25,999,4,4,67,True
55300,1,3,1,2,2,2,2,2,1,833,2,2,2,99,999,9,9,9,1,4,2,2,1,3,1200,121,25,999,4,4,58,True
55301,1,3,4,2,2,2,2,2,2,833,4,2,3,99,999,9,9,9,1,6,3,1,1,9,8300,121,25,999,4,4,23,False
55302,2,4,4,2,2,2,2,2,1,622,3,2,1,99,999,9,9,9,1,6,3,3,3,2,1101,121,25,999,4,4,37,True
55303,2,4,1,2,2,2,2,2,8,999,9,9,9,99,999,9,9,9,1,7,2,1,2,3,1101,121,25,999,4,4,30,True
